1.0,29
1.33333333333,1
1.42857142857,1
1.45454545455,1
2.20289855072,1
1.67777342219,1
1.41193535019,1
3.94142933907,1
2.43879010832,2
3.30453813292,5
4.62545982849,1
3.52349210633,7
9.29477214586,1
3.92606040158,2
7.49551175992,1
5.24082053962,2
11.8897848574,1
9.63227729574,6
17.0952513834,1
1.0,2
1.33333333333,1
1.42857142857,1
1.35849056604,1
1.56292286874,1
1.93587301587,1
1.57642694545,1
1.90365902236,1
2.16270383032,1
2.57680687268,2
3.31270565947,1
1.96987587935,2
3.65318102894,1
2.48103424961,4
2.53411707065,1
6.24399093601,2
12.5118790229,1
11.7460960895,17
30.870384239,1
1.0,45
1.20689655172,1
1.36036036036,1
2.3503649635,2
2.59090909091,1
1.78681454097,3
2.7724665392,1
2.253024542,3
1.71860155805,1
5.38700357218,1
2.58975075636,4
2.56386770629,1
3.64617007792,1
2.58276295737,1
5.43536085725,1
9.66008207763,4
21.6242441383,6
15.8510915156,4
43.7311804398,1
1.0,2
1.21739130435,1
1.49230769231,1
1.39735099338,1
1.42607174103,1
2.10051546392,1
5.83397862785,1
3.9679747865,3
2.17006548435,1
4.26622658612,18
3.14328651168,5
3.00626143459,5
3.6595890699,1
3.06159384966,1
4.14465035002,1
7.49201448771,3
7.95758541315,11
26.4629261934,5
23.2522318711,11
1.0,1
1.33333333333,1
1.41176470588,1
1.44881889764,1
1.83245149912,1
1.51466765689,4
1.6184771033,1
2.33074441391,1
1.46998765473,6
1.44305050954,1
2.37440430778,1
4.45832221852,1
3.0272592674,7
4.35776015853,2
3.78424370725,3
11.5669897739,2
6.02611083366,11
9.15320375691,17
31.1356340269,6
1.0,13
1.36363636364,1
1.70175438596,1
1.675,1
2.91304347826,3
2.93150684932,5
1.69298245614,1
1.50347490347,1
2.01823843416,1
2.86095749723,1
2.21602246251,3
2.55021736396,1
2.20990720854,2
1.62897270223,1
5.64152119857,2
4.08625320793,2
5.64137996592,2
17.7190865299,12
41.2545465442,22
1.0,19
1.36363636364,1
1.43902439024,1
1.43523316062,2
1.43502051984,1
1.35875216638,1
1.56292076644,1
1.93571116186,3
3.22096479447,1
1.97456572824,7
2.45419369523,1
2.31858528947,2
2.74889799546,1
2.72876165502,1
4.71793701982,3
11.9424358702,15
12.1780405504,23
21.9146110531,3
46.522006684,8
1.0,8
1.33333333333,1
1.58536585366,1
1.81516587678,1
1.41814595661,1
1.4288686606,1
1.80948496854,1
1.53853512521,1
3.0486707172,1
1.56310124677,6
3.31304631694,1
4.34596669785,5
3.14955582138,1
5.17091874065,3
3.06177135434,2
5.7864917397,1
8.18367857272,6
23.2095186263,1
42.5384890261,18
1.0,10
1.26315789474,1
1.38888888889,3
1.34897360704,1
1.84105960265,2
1.4329310584,1
2.19619872489,1
2.73319020201,1
2.39883265111,3
3.55407868335,1
2.51983098464,2
2.86226082599,8
5.3539292367,2
12.4297136549,1
9.6219914661,4
10.8539443037,5
10.6219406201,1
14.0469565981,1
15.0889649021,1
1.0,1
1.2,1
1.35064935065,1
1.3397260274,1
1.82462686567,1
2.14933527591,1
1.73754789272,2
2.26821574209,3
2.91184602894,1
4.58014380288,1
12.8892794376,6
2.45177562259,17
2.5753572414,1
6.65206550858,1
5.07806524213,11
6.33620921826,1
7.36843846839,1
22.9770383727,4
34.5654002252,5
1.0,3
1.26315789474,1
1.38888888889,1
1.44237918216,1
1.97959183673,1
1.61128798842,1
1.68878524486,1
1.44348621755,1
2.04121000971,1
2.03030494594,7
3.6233926548,1
2.39679283593,3
3.72601003001,1
8.89205333774,5
7.47210556619,3
9.0398538983,11
18.8916811475,4
11.5148042983,18
24.3113951392,74
1.0,2
1.17647058824,1
1.61538461538,2
3.57142857143,1
2.63414634146,7
1.78947368421,1
1.75421686747,1
3.38672099925,1
3.31181340667,2
1.77926106809,1
1.7154957197,1
1.78545965915,1
3.03126821855,1
5.91732154263,9
8.11722160063,2
3.86598359047,36
5.21077873393,1
30.5109643895,4
39.4547835052,47
1.0,1
1.33333333333,1
2.42857142857,1
1.66666666667,2
1.56622516556,3
1.37184365272,1
1.32994007653,1
1.44846506144,3
2.41537532345,1
3.90243505966,1
3.51547570437,2
2.9092020885,5
7.89622693333,9
6.1926952118,6
4.75188439569,10
3.20702379604,3
4.48051686564,1
14.0651788229,16
27.8554259618,26
1.0,46
1.45454545455,1
1.39215686275,1
1.42487046632,1
3.19852941176,1
1.46391752577,2
1.42857142857,1
1.45205479452,1
2.78477946075,5
2.68524218604,1
4.10477098994,1
6.07122602067,10
7.2063992362,16
2.91325423224,5
5.83522653477,3
3.94624226197,8
4.69725615807,3
8.37590578401,2
20.7707939535,2
1.0,3
1.26315789474,1
1.38888888889,1
1.60406091371,1
1.56634746922,2
1.38808559861,1
1.42218151286,1
3.079851726,1
2.82825985307,6
2.78182401819,1
2.45634958266,1
2.35891484947,1
4.57150375524,3
6.66351820567,5
4.58367297809,1
6.9924721263,3
20.4106207112,4
27.4361207044,7
37.1952416841,9
1.0,1
1.31578947368,1
1.42253521127,1
1.45283018868,1
2.72131147541,3
1.97131298271,2
2.75744211687,4
3.78073894609,2
2.2609359868,8
2.64187380038,9
4.28902384206,1
3.88600978605,8
4.03767554997,1
5.2005755712,1
5.08786685404,1
4.0837146178,1
16.5767064155,1
19.7899850229,24
22.8023887229,11
1.0,11
1.63636363636,1
1.38095238095,2
1.63318777293,1
2.69009009009,1
2.1991643454,1
3.30898203593,1
3.73540457494,1
2.0791314618,4
2.83715017094,5
4.33658920001,6
3.12696283732,6
2.26153202027,1
2.61301237935,1
5.40475778644,3
4.26897780182,1
8.10236287647,1
8.70029402122,3
18.6411813511,28
1.0,14
1.21739130435,1
1.28828828829,1
1.39429928741,1
1.35005015045,3
1.90176707945,1
1.58540778949,1
2.93318368517,6
3.17398665782,4
3.06757061878,2
2.88685609843,1
1.65823170411,8
3.20993397982,1
4.03874720593,2
8.83928077541,7
9.83267830274,4
