numlinks,prob_rewire,graphtype,numgraphs,numnodes,trim,jump,startX,numx,jumptype,irttype,irt_weight,beta,rcutoff,recorddir,startGraph,prune_limit,other_limit,triangle_limit,followtype,numedges,graph_seed,x_seed,truegraph,ll_tg,method,cost,ll,time,bestgraph,hit,miss,fa,cr
6,0.3,steyvers,5,50,0.7,0.0,stationary,39,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,179,5,5,:q_O?K?AA_?OOM?@@?oc?CB``W?OIF_?_WOL?A`pC?CCBPOwa?AAa@KCCBa@PSSSN__ok?KJa`pPACBA@PsSSL`cW_SQQa@Pc?AAAbWXEEDGeGX_v@AA@KCCGCoqHiAAAbWGWYSKo?g[Y]aFRq@BBA`ppq?QJop?gaRKuraQ?GLhGXpMgkFGh_wgaa@SKSPKp@IU?KNHdD_ug``RP|L,,rw,368.0,-3852.1027641,0:00:00.048668,:q_O?K?AA_?OOM?@@?oc?AA@oOWSL??_o_]?A@`?o[P?A`_wa?AA@_we?AA@_w_QIDo?GGECA`_w_QIEO?GGEFCAwGOIFCa`WoZ?Aa@OoYN_?OWSQIECG?CCEBa@GkYMGoOg[OHDB@h?bA@`?os[NGCQPMADCA`_scRIOoocSP_?OOKGDCap_s_QHo?OOIFCap_wgV_?OOOIEBa@Os[OJo_WOIGCaaHWn?@`?g_WMGdAh_t?@?oo[WPKER[CCCBa@GgUKJeWGGGGCap_s[QLoOWOKMGcqp[sZMO?GGGDBa@GkWLFcQXOiVKERPs|??_ookWLHDBHs{__?_WSMHDb@gw]RIeBHx@??_oo[OHDdQx_y]OGSS?CBA`pOo[NGcaXOiUKEr`x@?@@?o_UKHDrq@D@@`?w_SOGcqh_qYMfsYQELGeRXo{^QO?w_WPHdAh_sZMFcQPKf```_wiUKEbXo}_PHCq\P?@BB@pEcRHwGOIIFcq`SoZMGCYPMgSig?CCCA`p?gYPIDR@x?eToOWgWLGCQXOiWKebYDKh``?o_QJECa`SqbQiDk?IGCa``?cVLfRp|AcRHtAdWm`a@Ws]QJEr`xGeRiDIlX@@`PH?gUJebXw}_RITf,174,5,363,683
6,0.3,steyvers,5,50,0.7,0.0,stationary,39,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,179,5,5,:q_O?K?AA_?OOM?@@?oc?CB``W?OIF_?_WOL?A`pC?CCBPOwa?AAa@KCCBa@PSSSN__ok?KJa`pPACBA@PsSSL`cW_SQQa@Pc?AAAbWXEEDGeGX_v@AA@KCCGCoqHiAAAbWGWYSKo?g[Y]aFRq@BBA`ppq?QJop?gaRKuraQ?GLhGXpMgkFGh_wgaa@SKSPKp@IU?KNHdD_ug``RP|L,,fe,143.0,-inf,0:00:00.000476,:q`_WS?D?@QO?QPL@Ro_i^Q?T?\_JDl`ZgCP@o?i`fE_qdwW_aRtiLheQd_[O^,36,143,0,1046
6,0.3,steyvers,5,50,0.7,0.0,stationary,39,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,179,5,5,:q_O?K?AA_?OOM?@@?oc?CB``W?OIF_?_WOL?A`pC?CCBPOwa?AAa@KCCBa@PSSSN__ok?KJa`pPACBA@PsSSL`cW_SQQa@Pc?AAAbWXEEDGeGX_v@AA@KCCGCoqHiAAAbWGWYSKo?g[Y]aFRq@BBA`ppq?QJop?gaRKuraQ?GLhGXpMgkFGh_wgaa@SKSPKp@IU?KNHdD_ug``RP|L,,windowgraph,110.0,-inf,0:00:00.407392,:q`?XGQPABPxwOIIdBw[WVFDCG[SZPaChcGZBGdiHaoZ_`@CCOHgdbSGz??bQ`czFNVRq@BBFFG`GnIHuraQu[QUra\P[kFDAiOTTqaHSrQQoBqaufSIwXg}e,84,95,15,1031
6,0.3,steyvers,5,50,0.7,0.0,stationary,39,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,100,100,100,avg,179,5,5,:q_O?K?AA_?OOM?@@?oc?CB``W?OIF_?_WOL?A`pC?CCBPOwa?AAa@KCCBa@PSSSN__ok?KJa`pPACBA@PsSSL`cW_SQQa@Pc?AAAbWXEEDGeGX_v@AA@KCCGCoqHiAAAbWGWYSKo?g[Y]aFRq@BBA`ppq?QJop?gaRKuraQ?GLhGXpMgkFGh_wgaa@SKSPKp@IU?KNHdD_ug``RP|L,,windowgraph_valid,89.0,-3639.92390526,0:00:02.119791,:q_O?K?B?@?w?GF?@?wkKGF_@?s?PABPpC?CBCAWGMGDDBG?SSN__pGi?EDppPAECHpPlE?CAcAS?GDEBg?CCDCA`kKaU``QHSpBKEwGOOJ__`?c\BACQpiCDMo?GKKLIERkSMHEeRsky]OGW?K[SMP?o_cV`a@PCeXMuraQOZMHGXkwfSUBd_w_SIh?gYPIiwGKSPIeSscUKHHW@xKghEsy`VBAaQpg}e,141,38,51,995
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-434.804417027,uinvite,151.0,-292.035213991,0:00:34.481849,:q_O?KOCBb_W?GFD_?w?KIIe_?wiBCB@x_}CE`bAKSVECcxs[UQeBq@YACJq``]EPgdQsGIWcdggeAEHFg@WvEIp@PAGHLfBsOMHKfj{K]ONFw?R?b`@`?tDAIdcKSWSMhh_s_VTrrIHX?@fByUIESjgOgu[PGwWOm],87,103,48,987
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,185,2,7,:q_O?K?AA_?OOM?@@?oc?AA@o?GGJ?@`?kGIFCOOOKJ?@AWGMEC_?OOMOJ_?OkGEDBo?WSQM_@@?wb?AAAS[OMHCwOSSKFOOO[T??_`sOYPHPW?KIM___o[pBA`bc?EGIOOWqCCEcrKCMIabAsSSOGewWWw\_@Bs?IIFCRC?CCDCRs?EDFOPQECDCfCCGQia@OoaEKPQP{KQPHGg?[OOQpPPlF,-452.189510984,uinvite,170.0,-303.817322235,0:00:41.374591,:q_OG_?F@@OH??HF___W]RE`o?KWVCAo_gaKM_aPs[OQHo_w_QJFCwOWOR_`qCGEQaCZWUAABdwWo]OLQA{ojBEBPxeMLJop`AIIDcR@mKKMFW@Oq]abaHaCCGcrsSWOQHhh?c`RPpH_xHDP?gWOYPHTSok_PHJA]QQPO?`PIf`a`qLMg,81,104,66,974
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,177,8,8,:q_O?K?AA_?OOM?@@?oc?AB`oO[?AD__o_U?CA`gGM?@@`PK?EDBAg?GECDpPsGGECO_WOINacGGS\?BB@hQCCDo?GWUTa``OyISIo?GYGDCbGGGGFFOo_}ECFo?XUCU___huEWLgWwsc^_Bqp]EEDcWOKmY`DbaE?NJHH?gY[acwWOc\QP@ym?@FDwGOQJNoOXDRAAAD{CQJEesN,-436.922840819,uinvite,152.0,-298.75065685,0:00:46.434879,:q_OG_AABAOHGaBC`a@S?EDCA`[SKI_?`[mCCBAG?KGMFpPk?EMGrGSCGJEP`SW_TJoOhAGDCaqpiMZa@p{O]SMOp@S|AJOOOke\_`Ox[xFHDR{{kVOP`XXDQKtcKGGUQHh?gY[hfgX@IejHG?wiVQoPGk~EGhtKG{hVopGsu^O~,84,93,59,989
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,184,9,9,:q_O?K?AA_?OOM?@@?ocKH?@@WGGEDBp?kKIF___[GPA@aw?GECCoOOOIE_`@?iCBDo_giCDCAqC?CCEcgOKWRdDGGS]QHo_WgVDBA`hSpCFoow_X??__WYIEIeGGKK[aAqhmGNKfBhyIEKGGgc\?DFW_scS_`Q{CSN_`bqACDBBwh@LDBAahe?@@@Rsc[aaaBq]?OLFscKGX`aa@YSVQiTQv,-446.293427019,uinvite,160.0,-297.379983789,0:00:29.387854,:q_P?[QF?Ao_{CGD``wGGFL@AwWORAA@hCmCCAaGwmSOGcgGGKOHq@PQANHCwGGSPbb@hKpZA@PK?AIGdGgWiXgo?_kvChfgg[pIMp@h?tDdBwWWY]PhWgcYNHEwopEeSRQh_r@CfHgxDGIfd[?OOLFsaeUPKfsS?SOJEHQTT,82,102,58,983
6,0.3,steyvers,5,50,0.7,0.0,stationary,5,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,174,10,10,:q_O?K?AA_?OOM?@@?ocGECAo_cCCE`@?gaIHa@OsCCG_`OweAA@`@[SOI_`@CCGG``?wyIHDBw__WPbaWosfKIPOwuINJQ@PUIGDDXxWrAA`pKKGFcCX@C~GFcR{WOYLfwOc]PLFwhWq[fcRQMACCcGW{eZbDG?KIEFO?GOZAA@p?dF@A`pIiSRMSQa@BELfsS?K]RO_xGo\,-424.486150346,uinvite,132.0,-297.324468721,0:00:30.918996,:q`_?GICB`PGK]JD`@?gWN?@aGGSKF`?wg_SKg_Oc[\HDBwOKGKGppGiOLHrGW_ZEJTGggiYcDbKSQLHoo{}OPNoP@CcXNp`@gu^fcR|WqZMRqhhFOdDaxiAEJDwgWQMIEBya?CDo@HHF@@ATSgwjggSYaKFFeByI?EJHiPv,91,83,49,1002
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-519.664358022,uinvite,143.0,-378.838728995,0:00:34.501974,:q_O?KICBb_W?GFDBO?[?EDDROwiBCB@x_}CDBOpGob?AapkWQRfPpWodKFcAsCGVdBA{Kb@ACQhYCDKQQXYADCegGWYQNOApmCEIfw_WSOaARXo|CBaRHyOONopx?{^_@?hIa_Po_o_ZAIdcKSWSMfcsoYOJixxdD?@fByUIESjgOgwb``A@[|,100,90,53,982
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,182,2,2,:q_O?K?AA_?OOM?@@?ocCCBAoOWQ?BBo?GI?BA@pK?CBA@g?KQI___gmCJEp@GiCBAAgOWML_?o_eECDCWW[f?@cA[KGDHo_scjBAaq{kZBCP?wc_R``@pct?BAbk?AMJp@O{fCBaRceEDHp@Pq?@DbscSOIGCasSQJFCWGOY^_bbQaGc`Aq`mCCBBT[?ABHjGGc]a``AhpL?BBd[kgZTkN,-506.010099141,uinvite,158.0,-371.864248066,0:00:55.471185,:q_OWSMAA`o?OQQ@A`w?QCDBO?weJA@`PkeCBDBwOYHCDBwxI?DGOo`ILHIo?gknJEp@?sb??`a[K[QIEWwcSQ_?XO{fCBaRcqqYmQ@Ok]YNHGgg_Uaapo{ad_bQx|HAFFtDhHBAAA@QKGEcRImASOHtIlXHEbrqHMlb@pYYGEFCa`xGdliuF,88,94,64,979
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,182,3,3,:q_O?K?AA_?OOM?@@?oc?CBa@W?M?AA`g?CKH__o_U?A@ag?GSK_?o_SVEDB@kCGDCbg?SQO_?pC?SKFoPOwf??awWOUS_a`pOl@DBacgeSJOo`YWRIEW@GeT_?OgcSK_?PKCSSJo__ww]_DAx}eXLoOWSN?IFsKKGYmFcCGw_RRAcCm^QO?_xJRRHxP_qZQO?Hx?e_@AQi?SUP@p?b?IJN,-531.661923767,uinvite,161.0,-380.361067466,0:00:42.943667,:q`?WSIEC`@Gk?BF_AWk?EDCaw?gXNBAgGyAHGO?OY?Ni_PcKGFDdGhOlIFTBCOUQJQaXOmX_?aXUIHDCAc?BFFdGGGGMGfHGoq^ccr[CEKGvsKOKMHEgGgm_Po_g[{cdDHP[}aQO?OwybQqppK{aRHyx_sa__qHx?eRvdSO|BABa@E?IFDAyR,86,96,65,978
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,187,4,5,:q_O?K?AA_?OOM?@@?oc?ABAO?OKIE`?o_YECBO?OSL?A@PKGIEBaw?KGFEO?o_R@A@OwqCDBAgOKGEBaw?OOHGp`CKGN``@WyCCB@pXEEEHdgWQEEHp?gYKRJeWW_QQIopxEMSKo?o_RJFDX@Kr?CAW?aIEDo?GKUKFoog_YQ_?ooeUMOPA`yERLfcKGEHHIWOWdCAaSc?WNQoohTQlaBaPqGIJ^,-535.207613096,uinvite,160.0,-396.757162632,0:00:38.628927,:q_OWgMF?BO__]J?@@OsOJAB@w?OMK_oOo[SK__`GgZ@@@@Wo^HcBG?K]OaapsKGEDAqCKKGHuQ[C[VhDwW_QTLOqLQ?GCcaheUMIqA[?AHHeb{_YSb@pW{|BAap_wq[_@Ow_QLGcbk?GECfHWwjCEdRsws``aQPpRKHFSYQGDCaaHHBIFgcYUCBAdSQdWlaBaPQGDEdbF,98,89,71,967
6,0.3,steyvers,5,50,0.7,0.0,stationary,6,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,176,6,7,:q_O?K?AA_?OOM?@@?oc?CCAo?WOJ??_ggY?@@O?GGPDBAW?CGF_?Oo[X@A@wG]IHcA`o}?DEBg?s`HECW?ECIFdg?GOJab@sCkV_?OWUkVLPQXSrGDBaT[xGDBaPyCQKGGWOYNa```U?@BgggciX_A@XaAGDBxHCi\PoO{_SMOP`HTJ?DeCK?EMRqQHtPAA`d[CIFFECsKGLFDn,-535.132179835,uinvite,163.0,-383.911010115,0:00:38.604353,:q_OWKW?CAo__U?Ad??GUCGa``KKGFbb@kCGEBpO{eOKFO`_waQbBQ[emN`?og_UMb@pOwcT_bqp]?BAaQ[g_UJsqk_SMLta{OXLFCQP`@CAbQH]IKJO?GOMLHpQhkyc_?`@aABCA`yIQKGdRIMMHLGgogm__AQiTRJFhg?g[XTVTCWQPQhwpKkVPhCqdSl`BQ`XCe,89,87,76,973
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-604.825345036,uinvite,149.0,-464.325049273,0:00:56.462901,:q_O?KICBb_W?GEDa`_{?F?@`PSIMI_p?o]WN`@OsKQKEcW?SULbAQ[yMJECggo]OJOO_WkVdBA{Kb@ACQhYCDKQQXYADCegGWYQLfg@WvABBahg~CBAaCOQZMFg_[QXNFx@[q^POpx?{^_?o_SQQgdsAMCECBWGGiUOpP`Oy]ROp_s_VTrrII?BBFByUIESjgOgwb``Axz,106,84,65,970
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,172,2,2,:q_O?K?AA_?OOM?@@?ocGJ@@oOOKH@A@PCKIGCp?gWP??`?k?GDDBGGOJ??`G_S\?@@Os?b@AAP[WUPabaCgWOGo?OKH?A`gOOOHDo?_[TKGPPh?rBGdw?GIV__oxiEFLPaXeACAbXXQGDEDgW\@PHO?WOWNLPPpYITLfGh?wha`bC?AAAeWWkW]SPPhdQibecAUOJVO?G~,-596.228678919,uinvite,147.0,-462.630926704,0:01:17.262417,:q`?G_CCB_`GSCF@@`HOCEDCqG?CGJaaPSCIE_?PKO\?@@OpA?HECWomKHDcGhAABFCW?KGPHo@x?fACAjWo_YaCA[KUS_@Ooom[cB`xiEFDEiXc{^__`g{~JIQpx?kZ``sAEaQ_?owcYNKEbqQGMNOakS_ZMIXX_xDGeBIIEJEFcQLPDCB@hcwhlFsAU?GHehx_}fU^,95,77,70,983
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,171,3,3,:q_O?K?AA_?OOM?@@?oc?ACAoOOMABA@Os?CG_?ogYCBCoOoi?BAawWSL@@?w?uKIEOPSSOL_`?ga?IEBg?WOS_@P?qCECcGG[dEIDgWWj@DDw?GGECO?OKHDCDbSWWPIfG?CWMLoOxs|?@@`@uECBFwg_kclgWGgm_OoopUAGJEgGGzZOrC|lAe___W}CHJprhxD@@dDV,-623.624534538,uinvite,158.0,-469.703282257,0:01:20.380711,:q`_?SCCB___cUBCBO?Oa?BA`gOKR?aawW]AABbG?uSK_?PTO^MHO?wch??`P@MCECaqCCMKHQ@OshBBDWGKNCBaAsGYVLfWoceULPaKo[RLo`XOr??``CKWMGcqp}IHEebyQGZdBAyDFEMFc[KOUKo`@OoXMiGgwiZOvJYDCe__ogw]QJFGO[UZMjDs[QKNGds[WSIid~,91,80,78,976
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,177,4,6,:q_O?K?AA_?OOM?@@?ocCCCAoOOOJ@A`g?CIE____UAABaGGKIEBagGgX@AoOwmACDOOOKMNGOOk?CDDAw?KSR____u?ABbqSGEF`DwWOIHcB@xUEQKooowr@@o_WOIRIO?w{dDDcqt[pVOoOoa?Abeb|GqZcDRQUCBBcG?CIIGFgWOq[ROOo[QKFO_W\?h``baiGLIhwGUEQcAPf,-630.242085695,uinvite,160.0,-479.671963299,0:00:53.876019,:q_OGS?B@@oWGGFAA`g?CLAA@WwaECB@pSCSJ__pccUKEp@S[]Oh_?om?QHp@Gsb?@@pOsdFFDAsGnDDCGggXBCcRKG[SKoOWYEHEbaHKgX`ApxIUNHdApecUJe{K?AECO?gkW[bbB{OIQKewO_iYMHWGGgX``POku]``?pWq[RIXHCe_``Qx_}_SIW?OK[TP@hOjeTopxGm[SITSGIJEHn,99,78,82,966
6,0.3,steyvers,5,50,0.7,0.0,stationary,7,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,189,7,7,:q_O?K?AA_?OOM?@@?oc?EC_?oc?ECBO?WY?CBAG?KOI__o_WN??`Ow_T?@@@OmAAABW?OV?AA@WuEGDAqCCECEbw?q?QaBa@E?ECbaCOZDB@pXICDEEGGKGDKoOg_VDBeW?W_Va`rHuABDB@pm?CDBWOSWY_Cak_UMGFGHcv@@`CCSKJQoOWcmb_`@xKu__fGa@L@Fop?gcT_@ayaEGPoOw`P@@bQN,-625.66012491,uinvite,162.0,-473.02553457,0:00:56.883766,:q`?W_AF@_?ocKGDBOosOL@BOOWOKF_`P[?CC`@@k?CCDbG?S`A@``?iACDApxEGJEOA@I[PfDXhKnDB@p[?IKFeGGGnJIq`he?EJoOg[SXMo_gohIEeghiQSaa@WwxXLfCCCGEHesAEKJGFSk?ECCgWooeWLgCkCCGGfHp[u_ROOW{cZTQ@Oocb_FdCKOHOHgG[ObSjGGKSLGdRQLT,102,87,75,961
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-693.028594861,uinvite,145.0,-561.67645077,0:01:18.859704,:q_O?KICBb_Oc?CBApOo]?B_?ogWTAbagKOKF_b@{GIE`aP_sb?@@PWuKHHrgo[UKHPP_{_U_`Ap]QIEDwXE?@ACQhYCDKQQXYADCbRSCGEEcbXy?ULo_owiYNp?og`CCAPPkw]a@pGw_XNFx@c}a`bq@w}d_?o_SQQKSQy@FABA@kCCTJGWgogVMfcsKWLGDryXVNGeSQq?BA`b`|JDBCTIyCIMGwWOm],118,72,73,962
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,181,2,2,:q_O?K?AA_?OOM?@@?oc?CC_?_k?EDB@wGKNACoO_SKI`@`C]?DCAWGKGJ_@?g}ABAAw?GGGDo_cSUPHOo_SOOHP?pCdBCCak?AA@`W_k]P_A@sKKGEO?G[hDBbaPUOJIDWXCjCEEwGGNACBrX}ABDO_hHBDIpPXO|GDdSsCMGMRayICDBCASCEWMGWXSmaaebieUSNHgHCvKLgGGW]SR~,-720.360001767,uinvite,159.0,-568.192906498,0:01:42.452654,:q`?G?CD??o?S?B??o__UMG__gGGKI_oowe?GCawGOJBABP{CCOa@`DOUQ``@P?dHGop@Gj?@?phMECAaqkCOLFCRCq?FCBa`mGDFBqhmONIDRS[QKGsBXqCFFDWO[ONHdRP|@@@abkSc]OoPWokWMpPWsa]PHGOKOJGeckCMGFdbcwkVLggOSKHHFSKOo[OiIh\CdSOpXgyhaAq`oy]RSR[ounfdCyj,105,76,83,961
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,182,3,4,:q_O?K?AA_?OOM?@@?oc?DA@`W?CF@@@WOOL?@`W_[R@AAP[GEDBoo_SVA@`PsKKFFO_gy?CAaw?C[OHo_gyMMGO_Wwh?@?ohACBBcIXOnBB@ppE?HHEI@KtHGCahaEFHEGGGGIHO___oZ__`@CnOLOqPa_RMra@YAAACg?{f@IdrL@L@BaPXU?BGCRYQEFGhgg[[OJDwOKW^hdAxiCDFI^,-713.945362584,uinvite,146.0,-575.117895494,0:01:40.539952,:q`?G?CD??oOS?DBBO?GMAAb@wgeKFa@pGmIF``?gmCD```sGECAo@Ws\@AbPpACDa`ppA?@@`PsK_U`?pKCnEBapo{aXcbQT?eUKehH?cTKSaXaCCCAgOOORNgGGGOMJezP}EQIeSL?e\aCApuAOGcbK?WNKFWpGgTJeSSk\FCaphT?f_@aHk{cRIgwc_ZMhdYqMUJecahVADAp`Su^OO@P?gVKedsSSMNGdN,115,67,79,964
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,164,5,5,:q_O?K?AA_?OOM?@@?oc?ECAo?WQCBA@W?GF@@`pC?EGaAG?GGE_`?wqCBAa`[CGHDbx_yCF_?p@AGJ_?P_shGDBwgYOKGo?wohGECrCoiX_?p?{fKIEwGKYNeErlOu^ieryAGVeEZX}ECB@wOki[`aaC?gXLgx`Ou\dHzY@P?BbcSorBDbqcOOMGobaYECDE^,-675.028648716,uinvite,141.0,-566.200674939,0:01:48.637046,:q`?G?ID@_`?kCLC_?ogaAFCO?GKIG`@pC?AAAAgGOMK___giABAAPOk^CFO_{?ECFCG_WV?EdH?iCDCBX?kb?BbQdKoXbDRK?ENGDQsSKGEDB[?KLIUrlOu^eBq`w}_`Dr{or\NgWWc\ADbQ`Sw]Oooo[WNGECk?UKIeBXxFKIErh}IIECrqHN_QO?w_QKFGck_[XLFwWSUNIfG__[PifBqY?BDCQ`Wql,107,57,84,977
6,0.3,steyvers,5,50,0.7,0.0,stationary,8,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,169,6,6,:q_O?K?AA_?OOM?@@?ocGF?A@W?OIF`?o_UCH`@G?KQI``@cGGFCBGOcT?Co@?o`ABAWOYAAAAPWyQJFDGOSgT_AAC?OOGo`?wjADBqkGECAq`xiSKFeg?KKL`@a[KWLGfW@yQY_@`hxBOJosAM?OJhGPK{^Po?_eCEPo_p|NHLGg?KSP`Cr{GSQTo`Poz@@APXQE^T^,-683.274858905,uinvite,129.0,-544.100046786,0:01:52.392680,:q_OWS?AA@oO[GF@A@W_SNA@pWcWTCEO`?qCDDBhKSMKh_gGOQJFCHGo[S``Q`UOO_@Q@EONIo_o{j?CAPkgtIEBrPq?LHO@?{fHEBQHu?XNQPPi?EKEsL@DBEBSAE]PJhIPKk]Ngw?OKWb@r@yAf`AQ@Ssa_?pHx@AHfsyeSQJECSg[[Po?GSQJEba`YEIHfsihZ,103,66,63,993
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,190,1,1,:q_O?K?AA_?OOM?@@?ocCECAo?GQ?AA@ggWN?@?osKIHDOO[KGDBoOSOKF__pcGGDBOpGsb?@@OomKHHoOOyAAB@p`AABECGGOIV_bACCEGGdg?CaU_?_gWUR_@pHYACBBP{CGEECipgvAFOo_SKNaAbXqACA`rp}CKGER{K_VNhW?GGDHO?HD?b_?_oaAAIgWWomWROq@|VCAbsSSwdSpOqySZMOO`^,-781.581075565,uinvite,148.0,-656.482315995,0:01:29.299247,:q_O?KIAA@p_[CH?@?okSKF_?pC?EDBAgS[T@CP?o]AKFo_gYEHEBQK?CDDbWocf@FP_wkWQab@x?l@ADa{cSKJoqK?ACGdgOSUWccqsCIHEbahiACBB@hGu]_EwOW[TLFw_WSOaAPPkw]a@Owc[OKERp}OXNggW{_]NhW?KGDCcbAEaVOGw?GKGEoOOKiUOpPXOm\ROp_s_VNhd[{aXPO?WSK[NhWpDMhVO`PpFBA@qxxL,122,68,80,955
6,0.3,steyvers,5,50,0.7,0.0,stationary,9,stationary,gamma,0.9,0.909090909091,20,records/,windowgraph,inf,inf,inf,avg,158,2,2,:q_O?K?AA_?OOM?@@?oc?JAAO?OMD@@@?k?KG____[TA@`G?SVCDBGGGIL_Aw_W\JGsQ[GX?@A@[GIK_?_Wm?JGcqcCCBBOOOSZ?Do@XE?DGEw?CI[abx_s`RIEW?WUUMoAHeGDKFSc?VADErp}?SKhGoy?ECBgGKMG_CSaUIN``?koj?HeWOKm]OJn,-755.000459523,uinvite,112.0,-650.62861358,0:01:45.028195,:q_OWSM?BAPWWQ?A@q_GGGE_?pCCCFCagWOX?A``WuACDOOOuL@BBi_?fFEBw?GOJGoaS?CBCbh?kaR___osn@Ab@h]y?DcQSCMIEcApm?WLfGg}SKEcIc?GEDdg@Cq]_`CcSbDJer{?QXbBggks^SoOw_~?GeSaUIN``ByAMKIhw?keX`?qxs{^OGtV,101,57,55,1012
