S120,real,1,peacock,0.008403361344537815
S120,real,1,donkey,0.01680672268907563
S120,real,1,gazelle,0.01680672268907563
S120,real,1,dolphin,0.025210084033613446
S120,real,1,shark,0.01680672268907563
S120,real,1,abex,0.01680672268907563
S120,real,1,pig,0.01680672268907563
S120,real,1,goose,0.008403361344537815
S120,real,1,crocodile,0.01680672268907563
S120,real,1,lion,0.01680672268907563
S120,real,1,zebra,0.01680672268907563
S120,real,1,duck,0.008403361344537815
S120,real,1,chicken,0.008403361344537815
S120,real,1,cat,0.025210084033613446
S120,real,1,seal,0.01680672268907563
S120,real,1,panda,0.01680672268907563
S120,real,1,iguana,0.01680672268907563
S120,real,1,sheep,0.01680672268907563
S120,real,1,horse,0.01680672268907563
S120,real,1,koala,0.01680672268907563
S120,real,1,gerbil,0.025210084033613446
S120,real,1,panther,0.008403361344537815
S120,real,1,alligator,0.01680672268907563
S120,real,1,mouse,0.025210084033613446
S120,real,1,swan,0.008403361344537815
S120,real,1,frog,0.01680672268907563
S120,real,1,tadpole,0.008403361344537815
S120,real,1,chinchilla,0.01680672268907563
S120,real,1,stingray,0.025210084033613446
S120,real,1,otter,0.025210084033613446
S120,real,1,goat,0.01680672268907563
S120,real,1,monkey,0.008403361344537815
S120,real,1,eagle,0.008403361344537815
S120,real,1,squirrel,0.008403361344537815
S120,real,1,chameleon,0.008403361344537815
S120,real,1,toad,0.008403361344537815
S120,real,1,kangaroo,0.01680672268907563
S120,real,1,salmon,0.01680672268907563
S120,real,1,bear,0.01680672268907563
S120,real,1,tiger,0.025210084033613446
S120,real,1,ferret,0.008403361344537815
S120,real,1,giraffe,0.008403361344537815
S120,real,1,clownfish,0.008403361344537815
S120,real,1,snake,0.025210084033613446
S120,real,1,rabbit,0.025210084033613446
S120,real,1,bull,0.01680672268907563
S120,real,1,falcon,0.025210084033613446
S120,real,1,whale,0.01680672268907563
S120,real,1,hawk,0.025210084033613446
S120,real,1,penguin,0.025210084033613446
S120,real,1,blowfish,0.008403361344537815
