er,0,1,5,7,8,9,10,11,13,17,18,21,23,26,31,46,53,58,127,148
er,0,1,4,6,7,8,9,11,12,13,15,19,20,25,29,30,32,44,70,139
er,0,1,2,3,6,8,9,10,11,14,15,16,19,20,39,57,77,83,97,126
er,0,1,2,4,5,6,7,9,12,13,15,16,26,27,28,37,51,52,80,224
er,0,1,2,3,4,6,7,8,13,18,19,23,24,25,30,45,54,63,64,67
er,0,1,2,3,4,7,8,9,10,13,14,20,21,26,42,44,55,56,126,326
er,0,1,2,3,4,5,6,7,8,9,17,19,27,28,30,52,68,71,77,83
er,0,1,2,3,6,7,8,9,10,12,13,14,15,17,27,28,39,40,73,149
er,0,1,3,4,7,8,10,12,13,14,16,21,27,28,29,50,71,72,76,109
er,0,1,3,6,9,12,13,19,20,23,24,29,53,61,62,70,86,153,154,157
er,0,1,2,3,4,5,7,10,11,12,14,16,17,18,20,21,26,30,48,55
er,0,1,3,4,6,8,9,10,11,12,15,16,20,21,22,23,24,38,55,73
er,0,1,6,8,9,12,13,14,19,20,23,30,31,33,34,35,37,38,48,68
er,0,1,2,3,4,5,9,12,13,15,19,20,23,27,37,49,50,59,88,295
er,0,1,4,5,7,8,9,10,12,13,14,15,16,26,38,43,44,56,85,88
er,0,1,2,3,4,6,7,10,12,13,14,17,20,24,28,34,50,52,55,108
er,0,1,3,5,6,8,9,11,16,27,29,30,31,32,52,53,55,56,62,149
er,0,1,2,3,4,7,8,13,15,16,23,31,32,41,44,47,48,67,75,79
er,0,1,2,8,10,15,18,19,23,29,30,31,39,43,44,45,51,63,89,122
er,0,1,2,3,4,6,9,12,14,15,20,22,25,26,36,38,57,60,93,94
er,0,1,2,3,4,5,8,9,14,15,16,23,24,29,30,37,44,45,49,56
er,0,1,2,3,5,6,8,12,13,14,16,18,19,20,21,23,27,124,153,275
er,0,1,2,3,4,6,8,9,10,11,12,15,16,17,18,19,31,39,48,71
er,0,1,2,3,4,5,6,7,8,17,18,20,21,23,24,25,29,30,90,137
er,0,1,2,3,4,5,6,7,8,9,13,17,20,28,32,34,38,39,52,75
er,0,1,2,3,5,6,7,8,12,13,16,17,18,19,20,41,59,60,67,68
er,0,1,2,3,4,7,9,10,11,14,16,17,18,19,32,34,36,37,52,106
er,0,1,2,6,8,11,15,22,23,26,27,28,31,37,43,44,49,50,84,120
er,0,1,2,5,6,7,12,14,15,16,17,18,19,24,27,28,34,37,59,107
er,0,1,2,3,6,7,8,9,11,12,14,15,16,18,19,23,30,32,42,52
er,0,1,4,5,9,10,12,13,14,18,19,23,24,30,36,46,55,69,81,263
er,0,1,2,4,5,6,7,8,9,10,13,14,15,17,18,19,32,35,40,41
er,0,1,4,10,11,13,14,15,16,18,19,22,23,27,29,30,36,43,45,148
er,0,1,2,3,5,6,9,10,19,20,21,26,27,29,33,45,69,70,86,199
er,0,1,2,3,4,5,6,8,9,10,11,15,16,23,28,35,38,41,53,95
er,0,1,2,3,6,7,8,9,11,15,17,18,22,23,26,27,42,61,159,235
er,0,1,2,3,4,5,7,8,9,10,11,12,13,14,22,29,66,67,69,148
er,0,1,4,5,6,10,13,15,19,26,27,30,31,32,33,34,47,48,75,92
er,0,1,4,5,6,7,9,12,13,14,16,18,19,28,29,42,66,69,107,114
er,0,1,2,3,4,5,6,7,8,12,14,16,17,18,19,40,55,119,123,397
er,0,1,2,3,4,5,6,7,8,9,12,15,22,23,29,39,46,48,58,188
er,0,1,2,3,4,5,7,12,13,15,16,17,22,25,35,38,39,46,49,99
er,0,1,2,7,8,13,15,16,17,18,19,20,22,29,45,46,84,85,103,110
er,0,1,3,5,6,7,9,10,11,12,13,14,15,18,29,40,41,44,98,268
er,0,1,4,7,8,10,11,12,13,18,19,24,25,26,29,38,46,52,71,77
er,0,1,2,5,6,7,9,15,16,23,24,25,26,27,45,57,58,70,76,139
er,0,1,3,4,5,6,8,9,10,11,15,18,20,21,31,40,50,67,164,195
er,0,1,4,5,6,7,9,12,13,25,32,33,44,46,59,69,82,103,120,168
er,0,1,2,3,5,6,7,8,13,17,19,21,24,33,45,46,67,71,87,277
er,0,1,2,5,10,11,16,19,20,22,30,39,40,41,43,54,55,66,74,105
er,0,1,2,7,9,17,18,19,20,21,22,25,27,28,29,30,97,99,155,166
er,0,1,4,6,7,8,9,10,11,12,14,16,17,25,44,54,59,62,74,181
er,0,1,3,4,5,6,8,10,15,16,19,26,28,30,42,43,49,68,91,110
er,0,1,3,4,5,6,7,8,11,17,18,21,22,24,26,30,31,73,166,210
er,0,1,2,4,5,7,8,9,14,15,17,20,29,35,48,54,73,92,94,234
er,0,1,2,4,7,8,9,11,13,14,15,16,22,32,35,42,59,64,68,69
er,0,1,3,4,5,6,8,9,11,12,17,21,22,28,33,34,42,45,51,296
er,0,1,2,3,4,5,10,11,12,13,16,26,27,45,47,50,54,55,57,64
er,0,1,3,4,5,6,7,8,9,10,17,21,22,23,28,35,41,50,58,65
er,0,1,3,4,6,10,11,13,14,18,19,20,21,22,27,28,30,33,43,124
er,0,1,2,3,4,5,6,7,9,10,11,12,13,14,18,20,25,37,60,66
er,0,1,2,3,6,7,8,12,14,17,19,20,27,28,43,46,63,75,76,83
er,0,1,2,3,4,5,6,9,10,11,13,14,20,21,22,23,24,26,38,47
er,0,1,4,7,8,9,10,11,22,27,32,33,39,58,59,65,69,70,79,122
er,0,1,3,4,5,7,10,13,14,15,16,17,22,34,35,45,67,70,71,119
er,0,1,2,3,4,5,6,7,8,15,16,18,19,30,33,34,53,54,80,292
er,0,1,2,3,5,6,8,11,12,15,18,19,20,22,26,28,52,53,82,105
er,0,1,2,3,4,6,9,10,11,12,13,14,15,18,27,28,31,72,177,247
er,0,1,3,4,5,12,15,19,20,23,24,25,27,28,48,50,55,65,72,86
er,0,1,2,3,5,6,7,10,14,15,19,23,24,27,33,36,37,56,57,73
er,0,1,2,3,6,8,11,12,13,15,19,20,21,25,26,40,45,61,115,138
er,0,1,2,3,4,9,13,14,17,18,20,27,40,49,51,54,56,57,58,82
er,0,1,2,3,4,6,7,11,14,17,21,24,25,27,31,37,43,63,97,124
er,0,1,2,3,4,5,7,8,9,16,21,26,33,35,54,57,60,61,67,78
er,0,1,2,3,4,5,8,9,10,13,14,16,17,18,19,20,23,27,31,84
er,0,1,2,4,7,8,13,14,15,16,17,19,20,25,33,42,43,54,105,110
er,0,1,3,4,6,8,12,14,15,16,17,19,20,23,30,41,73,78,81,176
er,0,1,3,4,5,6,14,15,19,20,21,22,23,29,35,36,37,39,40,102
er,0,1,2,3,4,5,6,9,11,14,18,23,27,32,39,40,44,49,73,242
er,0,1,3,4,5,7,9,10,12,13,15,21,22,23,24,26,37,43,72,211
er,0,1,2,5,6,7,9,10,11,13,16,23,38,51,52,60,62,91,103,138
er,0,1,2,3,4,5,11,12,15,20,22,26,27,28,31,33,57,66,79,162
er,0,1,2,3,4,5,6,7,8,10,11,12,15,16,19,26,29,53,93,98
er,0,1,2,3,4,5,6,7,8,10,19,26,27,31,32,34,73,77,88,173
er,0,1,2,3,5,10,11,12,13,15,16,17,20,31,32,36,49,72,80,89
er,0,1,3,7,8,9,11,12,13,16,19,22,23,26,31,32,38,43,48,70
er,0,1,2,3,4,5,6,7,8,9,15,16,20,22,23,25,26,37,44,71
er,0,1,2,3,4,6,7,11,12,13,14,15,33,34,39,44,58,59,66,104
er,0,1,3,4,6,7,10,12,13,15,21,24,25,30,35,47,50,53,109,138
er,0,1,2,3,4,5,7,10,12,16,18,23,25,37,47,86,88,89,91,92
er,0,1,3,4,5,6,7,13,18,19,29,30,36,37,40,41,54,59,64,259
er,0,1,2,5,6,7,9,10,12,13,15,17,19,22,23,33,67,85,86,125
er,0,1,2,3,4,5,6,11,12,14,19,24,30,52,53,94,95,104,105,138
er,0,1,2,4,9,15,18,19,20,23,24,25,28,30,45,47,48,57,87,200
er,0,1,2,4,5,6,14,15,22,23,43,44,46,49,57,62,69,82,92,124
er,0,1,2,3,4,5,6,9,10,11,16,17,18,20,22,28,44,79,92,192
er,0,1,3,4,7,8,13,14,15,18,20,21,22,23,26,28,30,52,56,143
er,0,1,4,5,6,9,14,15,16,19,22,31,35,37,38,41,45,46,66,153
er,0,1,2,3,4,5,7,8,9,10,15,19,21,23,34,38,48,52,68,287
er,0,1,2,4,7,9,10,18,21,22,23,24,25,36,45,48,55,61,91,124
er,0,1,2,3,7,8,11,12,15,17,25,26,28,30,32,35,63,83,85,229
er,0,1,2,5,6,8,12,13,14,16,20,50,51,52,54,59,74,75,101,121
er,0,1,2,3,5,7,8,10,11,13,19,28,29,32,35,48,49,59,66,159
er,0,1,2,3,4,5,8,9,10,11,12,21,23,24,28,31,32,33,35,101
er,0,1,3,4,6,7,8,11,18,19,20,21,24,26,31,48,56,61,73,90
er,0,1,2,4,5,6,7,8,9,11,14,15,16,20,27,31,37,62,90,262
er,0,1,2,4,9,11,12,17,20,21,22,33,36,37,42,46,59,67,115,116
er,0,1,3,5,6,7,9,10,12,13,16,18,23,36,38,42,43,46,55,146
er,0,1,2,4,5,6,7,10,11,17,21,25,26,27,34,37,41,49,63,88
er,0,1,2,3,4,8,9,10,12,13,16,17,25,27,29,32,43,45,48,61
er,0,1,2,3,5,9,13,14,15,19,21,23,43,56,81,82,83,87,88,111
er,0,1,2,3,4,5,6,7,8,10,11,15,22,25,27,29,43,66,67,139
er,0,1,3,4,5,6,7,8,11,12,17,24,25,26,27,30,32,33,36,75
er,0,1,4,5,6,7,8,10,13,16,17,19,20,24,25,26,33,52,73,157
er,0,1,2,4,5,6,10,12,22,27,34,35,36,37,38,41,44,45,73,84
er,0,1,2,5,6,7,8,10,15,16,17,18,19,20,22,39,40,45,54,84
er,0,1,2,3,6,7,9,10,11,12,19,25,34,41,42,49,59,112,113,153
er,0,1,3,4,8,10,15,17,18,27,30,31,32,34,36,43,44,47,51,64
er,0,1,2,3,6,8,10,11,12,17,18,19,24,25,26,29,39,100,104,207
er,0,1,3,4,5,6,7,8,9,13,14,19,20,21,25,26,27,56,63,64
er,0,1,2,3,4,5,7,8,9,10,13,15,16,20,34,38,47,59,72,77
er,0,1,2,3,4,9,10,11,12,15,20,21,37,45,52,75,112,136,181,182
er,0,1,2,5,7,8,9,10,11,12,13,14,15,29,30,44,59,78,86,240
er,0,1,2,4,5,6,7,8,10,11,13,14,15,16,37,50,70,87,101,237
er,0,1,2,3,4,6,9,12,13,16,21,24,25,33,39,42,45,46,48,107
er,0,1,2,3,4,5,6,7,8,9,12,16,33,34,51,52,53,74,80,96
er,0,1,2,3,6,8,10,11,17,20,23,25,26,31,34,47,51,52,116,119
er,0,1,2,4,5,6,7,9,13,14,24,25,33,34,55,59,61,62,65,108
er,0,1,2,3,4,7,10,12,13,15,17,21,33,39,41,42,55,86,91,149
er,0,1,2,3,4,5,8,11,12,13,16,17,19,21,22,44,51,56,58,65
er,0,1,2,3,4,8,9,13,17,20,24,25,32,33,35,41,48,52,110,146
er,0,1,2,3,4,6,8,11,21,22,26,27,28,30,31,32,51,54,70,87
er,0,1,3,4,5,8,10,11,14,18,19,22,27,31,32,37,51,54,59,260
er,0,1,2,3,6,7,10,11,12,13,17,18,25,26,28,35,36,38,39,58
er,0,1,3,4,7,8,11,14,16,19,24,25,26,29,30,34,40,44,51,67
er,0,1,2,3,4,5,8,9,10,11,12,14,15,18,21,32,38,42,62,80
er,0,1,3,4,5,6,7,8,9,10,13,17,18,20,23,26,27,32,35,109
er,0,1,2,5,7,8,9,13,14,16,20,21,25,26,27,32,37,42,44,46
er,0,1,2,3,4,6,7,8,9,10,11,12,24,25,29,31,40,46,68,183
er,0,1,2,3,5,6,7,10,11,12,14,26,31,46,47,51,68,78,88,133
er,0,1,2,3,7,8,9,10,11,12,16,17,18,23,31,34,45,47,65,66
er,0,1,2,5,6,7,8,9,11,13,14,21,22,24,25,28,55,61,62,69
er,0,1,2,3,4,6,9,10,11,12,13,31,43,48,56,57,58,71,74,110
er,0,1,2,3,4,5,7,8,10,11,20,21,27,33,34,46,48,58,59,60
er,0,1,2,3,4,5,9,15,16,17,24,25,26,27,30,33,34,35,59,73
er,0,1,2,3,4,5,8,11,17,24,29,31,33,37,38,46,48,51,57,151
er,0,1,3,4,5,6,7,11,14,15,16,18,19,20,21,24,26,28,34,118
er,0,1,2,4,6,7,8,9,13,15,17,18,21,26,36,41,42,43,48,107
er,0,1,2,3,4,5,7,9,10,11,13,14,15,22,23,26,29,120,121,244
er,0,1,3,6,7,10,13,22,33,36,45,49,53,54,55,56,59,60,64,79
er,0,1,2,4,5,6,7,9,11,12,13,15,20,21,38,40,86,88,90,102
er,0,1,3,4,6,12,14,15,16,17,19,22,28,29,34,35,38,80,92,160
er,0,1,3,4,5,8,9,10,11,13,14,29,35,43,49,54,60,61,65,69
er,0,1,2,3,5,10,13,16,20,21,22,23,24,25,30,37,46,54,72,142
er,0,1,2,3,4,5,6,7,9,10,13,15,19,22,23,27,29,31,120,121
er,0,1,3,4,5,6,7,8,9,10,11,12,13,21,24,30,65,67,114,115
er,0,1,3,4,5,7,8,9,10,11,13,20,21,22,25,27,30,36,37,42
er,0,1,2,3,5,6,7,8,9,10,15,22,26,28,41,43,44,69,70,97
er,0,1,2,3,4,7,8,9,10,11,12,15,19,32,39,40,47,54,56,58
er,0,1,2,7,8,9,11,14,15,16,17,23,24,25,27,30,31,43,152,223
er,0,1,2,3,4,5,7,8,9,11,12,17,18,21,23,35,40,41,55,76
er,0,1,2,3,5,6,7,8,9,12,17,18,19,21,30,33,36,43,96,142
er,0,1,2,3,4,5,6,7,8,9,13,14,16,17,18,21,27,28,35,117
er,0,1,2,3,4,8,9,19,20,23,31,32,41,42,56,73,86,100,121,207
er,0,1,3,5,6,8,11,15,17,18,20,24,28,29,34,39,40,45,46,64
er,0,1,2,3,4,5,6,7,9,14,15,16,17,34,35,43,98,99,106,156
er,0,1,2,3,5,6,7,8,11,12,17,19,24,35,40,41,48,80,167,204
er,0,1,2,3,4,5,6,7,12,14,15,21,24,32,37,41,61,88,100,186
er,0,1,2,3,4,5,8,9,10,11,15,16,23,24,27,43,45,70,78,79
er,0,1,2,5,6,7,13,14,16,17,18,22,23,24,27,28,31,56,67,88
er,0,1,2,4,5,6,7,8,10,11,14,15,21,24,25,30,63,79,80,162
er,0,1,2,3,4,5,6,7,9,13,14,15,16,17,26,39,48,57,118,262
er,0,1,2,3,4,5,13,14,15,16,18,24,33,34,35,69,85,116,117,186
er,0,1,2,3,4,5,7,11,12,13,14,15,33,34,35,47,67,80,117,170
er,0,1,2,3,4,6,7,8,10,11,12,13,14,17,35,38,42,45,48,66
er,0,1,3,4,7,9,10,14,15,17,18,22,28,34,37,38,51,61,85,122
er,0,1,2,5,6,7,9,11,12,13,17,19,21,25,30,31,45,51,58,155
er,0,1,2,3,4,6,8,9,10,11,13,14,22,23,24,41,45,46,48,124
er,0,1,3,4,5,7,10,11,12,13,14,20,21,22,43,44,47,60,90,387
er,0,1,3,4,7,8,10,11,12,16,21,22,23,26,28,32,51,58,71,172
er,0,1,2,3,4,5,7,8,9,12,13,14,16,17,21,42,48,66,73,113
er,0,1,3,4,5,6,7,8,11,12,13,17,23,24,31,36,37,44,83,128
er,0,1,4,5,8,9,10,11,12,17,25,26,27,29,35,38,40,54,121,190
er,0,1,2,3,4,5,6,7,9,15,18,20,31,34,48,59,83,96,127,213
er,0,1,2,3,4,5,6,14,15,16,17,20,21,31,40,50,52,53,88,158
er,0,1,2,3,4,5,9,13,14,15,17,18,25,26,27,32,72,74,80,202
er,0,1,2,3,5,8,11,15,16,19,21,22,24,28,33,36,39,51,54,113
er,0,1,2,3,4,5,6,8,9,10,13,15,23,24,33,34,46,64,81,104
er,0,1,2,4,5,6,7,10,11,13,14,19,20,21,28,46,47,48,49,118
er,0,1,3,7,8,9,10,12,13,16,17,19,25,26,29,39,43,71,84,125
er,0,1,3,4,5,10,11,12,15,19,21,22,23,27,33,38,45,56,95,120
er,0,1,2,3,8,12,13,15,18,19,21,27,28,34,35,37,41,81,86,87
er,0,1,2,3,4,6,7,9,13,15,18,20,26,30,31,33,45,51,92,381
er,0,1,2,3,7,8,9,14,20,23,24,30,32,37,40,57,138,161,167,181
er,0,1,2,3,5,6,7,11,12,13,14,25,30,33,36,37,47,48,54,55
er,0,1,2,3,7,11,12,13,14,15,16,23,28,35,40,46,49,62,102,368
er,0,1,2,3,5,6,8,9,16,17,20,22,24,33,34,59,62,70,151,164
er,0,1,2,3,4,6,9,10,11,15,17,20,25,29,30,32,33,47,60,107
er,0,1,4,7,9,12,18,19,22,23,26,27,28,30,32,34,38,51,58,62
er,0,1,2,3,4,5,6,8,12,13,20,22,30,36,51,55,56,79,80,115
er,0,1,2,3,4,5,8,9,10,12,13,16,17,19,22,29,31,35,63,92
er,0,1,2,4,7,8,9,11,17,19,25,26,27,30,31,38,47,48,52,96
er,0,1,2,3,4,9,17,19,21,22,23,24,28,34,49,79,81,248,340,395
er,0,1,5,6,7,8,9,14,21,24,25,26,27,28,31,44,52,83,87,90
er,0,1,3,6,7,9,10,11,12,13,14,15,16,17,20,27,37,40,63,74
er,0,1,2,3,4,5,6,9,10,11,12,15,16,17,18,27,57,98,167,181
er,0,1,2,3,4,8,9,12,15,16,17,18,20,22,28,29,31,49,57,76
er,0,1,2,5,6,7,9,10,19,20,27,29,56,66,74,78,87,113,123,150
er,0,1,2,3,5,6,8,13,15,19,20,21,22,24,25,32,37,53,62,93
er,0,1,3,4,5,6,9,10,11,18,19,20,23,24,25,26,31,39,108,181
er,0,1,3,4,7,8,9,11,12,15,18,19,23,24,25,28,65,91,98,153
er,0,1,2,4,6,9,10,11,12,13,20,25,32,44,47,63,67,71,146,246
er,0,1,2,3,4,6,7,8,9,12,13,14,15,16,17,20,28,30,31,34
er,0,1,3,5,6,7,8,9,13,14,18,19,20,21,22,23,26,27,97,106
er,0,1,2,3,4,5,6,7,10,12,15,16,24,25,26,27,31,63,89,178
er,0,1,2,5,9,10,12,13,15,16,17,21,23,33,34,45,46,57,85,121
er,0,1,2,3,4,6,7,8,9,11,17,20,26,39,41,47,53,54,58,77
er,0,1,2,3,4,5,11,12,13,18,23,30,31,33,36,37,38,100,121,184
er,0,1,3,4,5,6,7,8,10,11,13,16,17,18,23,61,73,77,78,129
er,0,1,2,3,7,8,9,13,14,15,18,19,21,27,31,37,42,157,162,318
er,0,1,2,3,4,5,6,11,12,13,14,15,18,19,24,32,33,62,68,69
er,0,1,2,4,5,6,15,20,21,22,25,28,37,38,41,48,59,139,154,157
er,0,1,2,3,4,5,6,10,12,13,17,18,22,24,33,43,61,63,74,235
er,0,1,2,3,7,8,9,10,12,14,15,17,19,20,25,27,30,52,53,107
er,0,1,2,6,10,11,12,13,14,15,18,20,42,44,45,46,48,71,294,295
er,0,1,3,5,6,7,8,9,10,13,14,15,17,21,29,32,46,107,160,230
er,0,1,2,3,4,5,8,9,10,14,20,29,30,31,34,43,44,56,57,84
er,0,1,2,3,4,5,6,10,11,14,15,16,18,20,22,26,41,60,62,141
er,0,1,2,3,4,5,6,8,10,11,15,16,23,37,38,50,71,73,76,92
er,0,1,2,3,4,5,6,7,8,12,13,22,23,25,45,67,68,73,74,89
er,0,1,2,4,5,6,9,11,12,13,14,25,37,39,52,56,65,72,107,127
er,0,1,2,3,4,5,6,7,8,10,12,16,17,18,26,34,38,67,82,120
er,0,1,2,4,5,6,7,11,21,26,27,32,36,44,45,46,57,73,117,118
er,0,1,4,6,7,8,9,11,12,13,23,25,27,40,47,49,59,60,64,133
er,0,1,2,3,4,5,6,9,10,14,15,22,25,26,28,32,33,34,196,197
er,0,1,2,3,11,12,14,18,19,20,23,24,34,36,40,41,51,66,90,152
er,0,1,2,3,4,9,10,11,12,13,14,15,16,31,38,39,40,41,48,66
er,0,1,2,3,4,5,6,7,8,10,13,14,16,23,25,29,30,31,46,54
er,0,1,2,3,4,5,6,8,9,12,15,16,17,24,26,38,43,55,65,544
er,0,1,3,4,5,6,9,10,15,16,20,22,23,24,25,28,43,48,68,120
er,0,1,3,4,5,6,7,10,11,18,21,22,23,27,29,30,58,59,70,74
er,0,1,2,3,6,7,9,10,14,17,21,27,31,32,39,40,63,68,154,155
er,0,1,2,3,6,7,9,12,13,15,16,18,21,28,29,58,94,101,121,206
er,0,1,2,3,5,6,7,8,10,15,22,23,24,31,33,41,70,81,97,117
er,0,1,2,3,4,5,6,7,9,16,26,30,32,33,44,45,47,48,61,62
er,0,1,2,3,4,5,6,9,11,16,20,24,25,35,44,48,51,70,78,85
er,0,1,2,3,4,5,6,8,16,18,21,22,33,35,36,39,42,46,55,110
er,0,1,3,4,5,6,7,8,9,12,15,22,27,28,29,40,64,65,75,158
er,0,1,2,3,4,5,6,8,13,14,15,16,17,40,45,50,52,93,99,196
er,0,1,2,3,4,5,6,7,10,12,14,15,16,22,24,26,30,31,35,36
er,0,1,2,3,4,7,8,9,18,21,22,29,30,35,44,48,50,51,107,108
er,0,1,2,3,4,5,6,10,12,13,16,21,22,31,43,49,61,62,100,108
er,0,1,2,3,4,6,7,8,9,10,14,15,17,31,34,41,42,72,74,84
er,0,1,2,3,4,6,10,11,12,13,17,19,26,36,44,45,57,70,94,140
er,0,1,2,3,4,5,8,9,12,13,14,17,22,28,29,36,43,44,55,67
er,0,1,2,4,5,7,10,11,14,16,22,23,24,25,46,52,55,85,95,127
er,0,1,2,3,4,8,9,10,11,13,14,15,25,26,32,33,40,47,51,61
er,0,1,3,4,5,6,8,9,10,11,17,18,22,24,25,27,32,41,74,241
er,0,1,2,3,4,5,13,14,15,20,21,24,29,35,42,47,49,71,102,163
er,0,1,2,3,6,11,12,13,14,15,19,20,22,27,30,33,69,104,126,186
er,0,1,2,3,8,11,12,13,16,17,18,20,21,27,28,42,50,87,324,325
er,0,1,3,6,7,8,11,16,17,19,20,21,24,35,36,57,58,60,77,85
er,0,1,3,4,5,6,7,8,9,10,16,17,19,21,22,24,26,29,55,94
er,0,1,2,5,6,10,11,12,15,17,18,39,40,41,42,43,52,53,59,89
er,0,1,5,7,8,11,21,22,23,25,26,32,42,52,53,62,114,132,135,211
er,0,1,2,3,4,8,9,10,11,12,13,19,20,32,33,34,36,60,125,172
er,0,1,2,3,4,7,8,9,10,11,14,15,16,17,18,27,43,54,91,141
er,0,1,4,5,8,9,10,11,15,16,30,31,33,45,61,62,72,130,134,146
er,0,1,2,3,4,5,6,9,10,11,20,21,22,23,24,25,40,46,54,142
er,0,1,2,3,5,6,8,9,11,16,18,28,29,36,39,47,51,56,80,94
er,0,1,2,3,5,6,7,12,13,15,18,19,26,28,30,31,35,55,58,88
er,0,1,2,4,8,9,12,13,14,18,32,33,46,47,51,54,69,91,115,116
er,0,1,2,3,4,6,7,8,9,11,12,13,14,19,22,26,27,29,57,107
er,0,1,2,4,6,10,14,15,16,17,20,21,38,47,50,52,53,56,67,82
er,0,1,2,3,4,5,6,7,10,11,13,17,20,24,25,32,33,34,37,39
er,0,1,2,4,6,9,12,15,20,21,22,27,41,42,52,59,75,76,89,94
er,0,1,2,4,5,6,9,10,15,20,22,23,26,29,32,44,47,48,59,96
er,0,1,2,6,7,8,11,12,16,19,20,22,23,24,26,28,34,57,67,93
er,0,1,2,4,5,7,8,9,10,12,14,15,17,20,26,31,40,46,61,170
er,0,1,2,3,4,5,6,7,12,15,16,18,29,34,61,74,77,80,97,105
er,0,1,3,5,7,8,9,10,12,16,17,19,23,27,32,39,55,77,82,141
er,0,1,2,3,4,5,6,7,8,10,13,14,16,20,25,26,27,39,60,100
er,0,1,2,3,5,6,8,9,10,11,17,18,20,24,29,30,36,39,49,59
er,0,1,2,4,7,9,10,14,15,16,17,18,21,25,31,42,43,49,50,76
er,0,1,2,3,4,7,9,10,18,19,20,28,42,43,44,53,75,106,109,123
er,0,1,2,3,4,5,7,8,9,11,13,14,15,16,17,21,24,29,66,76
er,0,1,2,3,4,5,8,9,10,11,12,24,27,32,33,34,38,43,50,51
er,0,1,2,3,4,9,10,11,18,21,22,23,24,37,38,40,44,50,55,58
er,0,1,2,3,4,5,9,16,17,25,33,34,35,36,37,40,46,48,54,55
er,0,1,3,4,5,6,7,8,9,12,18,22,27,30,31,44,48,52,76,90
er,0,1,2,3,4,7,9,10,11,12,13,14,16,25,26,27,33,38,39,40
er,0,1,3,8,9,10,12,13,17,18,19,24,36,38,41,44,55,56,95,104
er,0,1,2,4,5,6,7,8,9,10,14,24,25,28,33,36,39,42,46,48
er,0,1,3,4,5,6,7,8,9,11,13,16,17,18,22,27,39,40,41,48
er,0,1,2,3,5,6,8,9,10,11,15,21,22,25,27,34,37,38,43,57
er,0,1,2,4,5,6,7,8,9,12,13,17,19,27,36,37,38,39,40,42
er,0,1,2,3,4,5,6,8,10,15,18,22,23,24,32,33,40,54,63,66
er,0,1,2,3,4,6,7,8,10,19,21,25,29,30,31,43,46,61,69,130
er,0,1,3,4,5,6,8,9,12,22,23,24,25,26,40,42,43,44,45,48
er,0,1,2,3,5,6,7,8,9,10,11,14,15,17,30,41,49,87,92,94
er,0,1,3,4,10,12,13,15,17,19,21,22,28,29,31,35,46,47,51,56
er,0,1,2,5,6,8,9,10,11,16,17,18,22,50,55,61,63,65,66,171
er,0,1,2,3,4,5,6,7,8,9,10,11,15,21,29,35,50,63,96,123
er,0,1,2,3,4,5,7,8,9,10,13,16,17,21,22,23,24,26,30,141
